City,Customer_Age,Customer_Name,Customer_Segment,Discount,Order_Date,Order_ID,Order_Priority,Order_Quantity,Product_Base_Margin,Product_Category,Product_Name,Product_Sub_Category,Profit,Region,Sales,State,Unit_Price,Zip_Code
Muskego,51,Phillip Breyer,Corporate,0.04,12/9/2013,6948,Not Specified,15,0.79,Technology,Keytronic French Keyboard,Computer Peripherals,-88.7,Central,1143.88,Wisconsin,73.98,53150
Muskego,71,Phillip Breyer,Corporate,0.04,10/17/2015,35713,Medium,49,0.38,Office Supplies,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,590.0445,Central,1355.47,Wisconsin,28.53,53150
Milwaukee,58,Scot Coram,Corporate,0.03,10/23/2014,11040,Not Specified,44,0.35,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,389.61,Central,1102.28,Wisconsin,23.99,53209
Milwaukee,60,Scot Coram,Corporate,0.08,1/5/2015,52516,High,50,0.39,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,335.29,Central,4962.05,Wisconsin,119.99,53209
Milwaukee,67,Scot Coram,Corporate,0.01,7/25/2015,27201,High,45,0.72,Furniture,KI Conference Tables,Tables,-2661.318,Central,3500.1,Wisconsin,70.89,53209
Milwaukee,67,Scot Coram,Corporate,0.02,7/25/2015,27201,High,10,0.6,Furniture,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,789.05,Central,5056.89,Wisconsin,500.98,53209
Sun Prairie,55,Thomas Boland,Corporate,0.02,5/22/2014,37152,Medium,39,0.69,Furniture,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,182.53,Central,4647.69,Wisconsin,113.98,53590
Sun Prairie,55,Thomas Boland,Corporate,0.04,5/22/2014,37152,Medium,45,0.58,Technology,6120,Telephones and Communication,447.12,Central,2503.3265,Wisconsin,65.99,53590
Sun Prairie,66,Thomas Boland,Corporate,0.08,6/8/2015,35012,Medium,11,0.56,Technology,T65,Telephones and Communication,-165.946,Central,1770.2015,Wisconsin,195.99,53590
Stevens Point,43,Thomas Boland,Corporate,0.09,10/10/2012,16610,High,19,0.4,Office Supplies,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Envelopes,187.57,Central,659.13,Wisconsin,35.94,54481
Stevens Point,54,Thomas Boland,Corporate,0.03,4/13/2014,15780,Critical,19,0.39,Office Supplies,Staples Bulldog Clip,Rubber Bands,22.71,Central,71.77,Wisconsin,3.78,54481
Stevens Point,66,Thomas Boland,Corporate,0.04,6/8/2015,35012,Medium,10,0.58,Office Supplies,Staples 6 Outlet Surge,Appliances,-16.38,Central,126.79,Wisconsin,11.97,54481
Neenah,43,Scot Coram,Corporate,0.06,9/23/2012,55265,Low,39,0.37,Technology,Accessory21,Telephones and Communication,346.14,Central,706.3925,Wisconsin,20.99,54956
Neenah,60,Scot Coram,Corporate,0.08,1/5/2015,52516,High,19,0.59,Office Supplies,Acme® Box Cutter Scissors,"Scissors, Rulers and Trimmers",-31.67,Central,192.39,Wisconsin,10.23,54956
Neenah,64,Scot Coram,Corporate,0.03,4/9/2015,53574,Medium,8,0.81,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,-297.02,Central,669.69,Wisconsin,80.98,54956
Lino Lakes,41,Nathan Mautz,Corporate,0.09,6/1/2012,52487,Critical,17,0.38,Office Supplies,Staples #10 Colored Envelopes,Envelopes,15.74,Central,124.06,Minnesota,7.78,55014
Lino Lakes,54,Nathan Mautz,Corporate,0.01,4/17/2014,39527,Low,29,0.39,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Paper,63.78,Central,213.35,Minnesota,6.88,55014
Lino Lakes,65,Nathan Mautz,Corporate,0.01,5/31/2015,48614,Critical,46,0.6,Technology,T28 WORLD,Telephones and Communication,2311.956,Central,7965.9025,Minnesota,195.99,55014
Cottage Grove,51,Mike Kennedy,Corporate,0.05,11/4/2013,15878,High,36,0.37,Office Supplies,"Array® Parchment Paper, Assorted Colors",Paper,-237.87,Central,275.06,Minnesota,7.28,55016
Cottage Grove,67,Michael Granlund,Corporate,0.06,7/19/2015,25825,Not Specified,27,0.56,Office Supplies,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,-1.79,Central,159.65,Minnesota,5.85,55016
Cottage Grove,67,Michael Granlund,Corporate,0.02,7/19/2015,25825,Not Specified,45,0.38,Office Supplies,Speediset Carbonless Redi-Letter® 7 x 8 1/2,Paper,206.27,Central,483.74,Minnesota,10.31,55016
Owatonna,41,Theone Pippenger,Corporate,0.07,6/12/2012,25347,Low,28,0.38,Office Supplies,Xerox 1906,Paper,309.31,Central,967.27,Minnesota,35.44,55060
Owatonna,50,Theone Pippenger,Corporate,0.08,10/12/2013,40259,Medium,4,0.64,Technology,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Computer Peripherals,-20.9,Central,29.05,Minnesota,4.98,55060
Owatonna,52,Theone Pippenger,Corporate,0.04,12/29/2013,47267,Medium,14,0.69,Furniture,KI Conference Tables,Tables,-931.248,Central,1042.06,Minnesota,70.89,55060
Owatonna,52,Theone Pippenger,Corporate,0.02,12/29/2013,47267,Medium,24,0.37,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,67.01,Central,492.71,Minnesota,19.98,55060
Owatonna,66,Theone Pippenger,Corporate,0.09,6/17/2015,1346,High,48,0.6,Furniture,Hon 4-Shelf Metal Bookcases,Bookcases,421.15,Central,4789.89,Minnesota,100.98,55060
Red Wing,53,Ken Heidel,Corporate,0.09,2/16/2014,52868,Low,19,0.69,Technology,"Imation 3.5 Unformatted DS/HD Diskettes, 10/Box",Computer Peripherals,-100.49,Central,138.05,Minnesota,7.37,55066
Red Wing,53,Ken Heidel,Corporate,0,3/7/2014,14021,High,12,0.57,Office Supplies,Newell 307,Pens & Art Supplies,1,Central,27.05,Minnesota,1.82,55066
Red Wing,55,Ken Heidel,Corporate,0.08,5/28/2014,12355,Not Specified,45,0.59,Office Supplies,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Appliances,-167.06,Central,168.66,Minnesota,3.95,55066
Red Wing,59,Ken Heidel,Corporate,0.06,11/23/2014,36359,High,2,0.4,Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",Paper,-29.6,Central,68.66,Minnesota,30.98,55066
Red Wing,61,Maya Herman,Corporate,0.09,2/11/2015,8007,Low,5,0.6,Technology,StarTAC 8000,Telephones and Communication,-800.25,Central,820.5645,Minnesota,205.99,55066
Red Wing,79,Ken Heidel,Corporate,0.07,12/16/2015,33570,Not Specified,19,0.56,Technology,i470,Telephones and Communication,286.398,Central,3093.864,Minnesota,205.99,55066
Red Wing,79,Ken Heidel,Corporate,0.05,12/16/2015,33570,Not Specified,46,0.39,Office Supplies,Binder Posts,Binders and Binder Accessories,-90.896,Central,265.88,Minnesota,5.74,55066
Red Wing,79,Ken Heidel,Corporate,0.01,12/16/2015,33570,Not Specified,1,0.57,Technology,Epson DFX5000+ Dot Matrix Printer,Office Machines,-3381.9858,Central,1500.82,Minnesota,1500.97,55066
Saint Paul,43,Chad Sievert,Corporate,0.01,10/5/2012,9923,High,27,0.43,Furniture,Eldon® Wave Desk Accessories,Office Furnishings,-96.03,Central,63.71,Minnesota,2.08,55106
Saint Paul,43,Chad Sievert,Corporate,0.03,10/5/2012,9923,High,14,0.65,Office Supplies,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Storage & Organization,-115.08,Central,5388.8,Minnesota,370.98,55106
Saint Paul,56,Chad Sievert,Corporate,0.02,7/21/2014,6596,Low,36,0.38,Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,8157.7,Central,18028.07,Minnesota,500.98,55106
Saint Paul,61,Chad Sievert,Corporate,0.07,1/30/2015,9925,Critical,17,0.37,Office Supplies,Wilson Jones 1 Hanging DublLock® Ring Binders,Binders and Binder Accessories,-9.3495,Central,86.47,Minnesota,5.28,55106
Saint Paul,61,Chad Sievert,Corporate,0.02,1/30/2015,9925,Critical,31,0.59,Office Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,-27.99,Central,684.5,Minnesota,21.38,55106
Saint Paul,61,Chad Sievert,Corporate,0.1,1/30/2015,9925,Critical,43,0.35,Office Supplies,Avery Trapezoid Extra Heavy Duty 4 Binders,Binders and Binder Accessories,771.8255,Central,1751.68,Minnesota,41.94,55106
Saint Paul,71,Chad Sievert,Corporate,0.1,10/28/2015,9861,Low,47,0.55,Office Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Pens & Art Supplies,6.6,Central,706.68,Minnesota,15.94,55106
Roseville,41,Brad Norvell,Corporate,0.05,6/25/2012,12228,Not Specified,30,0.59,Technology,2160i,Telephones and Communication,1090.431,Central,5015.051,Minnesota,200.99,55113
Roseville,41,Brad Norvell,Corporate,0.04,6/25/2012,12228,Not Specified,1,0.78,Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,-103.63,Central,159.51,Minnesota,130.98,55113
Roseville,48,Bart Watters,Corporate,0,8/9/2013,45570,Critical,19,0.37,Office Supplies,Avery Poly Binder Pockets,Binders and Binder Accessories,-67.4935,Central,77.57,Minnesota,3.58,55113
Roseville,51,Bart Watters,Corporate,0.01,11/1/2013,34721,Not Specified,46,0.59,Office Supplies,Acme® Box Cutter Scissors,"Scissors, Rulers and Trimmers",-10.21,Central,503.17,Minnesota,10.23,55113
Roseville,56,Bart Watters,Corporate,0.01,6/22/2014,54150,Critical,12,0.59,Technology,CF 888,Telephones and Communication,-53.691,Central,2011.6355,Minnesota,195.99,55113
Roseville,59,Bart Watters,Corporate,0,11/19/2014,55873,Low,48,0.56,Technology,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,4875.89,Central,15602.93,Minnesota,306.14,55113
Roseville,76,Art Ferguson,Corporate,0.04,12/2/2015,56708,Not Specified,36,0.35,Office Supplies,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,-12.82,Central,407.17,Minnesota,11.58,55113
Roseville,76,Bart Watters,Corporate,0.02,12/3/2015,41671,Critical,49,0.6,Office Supplies,Acme® 8 Straight Scissors,"Scissors, Rulers and Trimmers",77.48,Central,638.91,Minnesota,12.98,55113
Eagan,54,Mike Kennedy,Corporate,0.08,4/11/2014,45025,High,26,0.36,Office Supplies,Avery Durable Binders,Binders and Binder Accessories,2.006,Central,73.82,Minnesota,2.88,55122
Eagan,55,Mike Kennedy,Corporate,0.05,6/7/2014,46885,Low,27,0.44,Furniture,Executive Impressions 14 Two-Color Numerals Wall Clock,Office Furnishings,165.35,Central,632.55,Minnesota,22.72,55122
Eagan,55,Mike Kennedy,Corporate,0.02,6/7/2014,46885,Low,48,0.49,Office Supplies,Colored Push Pins,Rubber Bands,-30.11,Central,90.96,Minnesota,1.81,55122
Eagan,67,Mike Kennedy,Corporate,0.01,8/18/2015,31297,Low,44,0.38,Office Supplies,Staples Colored Bar Computer Paper,Paper,699.64,Central,1579.56,Minnesota,35.44,55122
Apple Valley,54,Mark Cousins,Corporate,0.05,4/16/2014,45248,Medium,38,0.59,Office Supplies,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Appliances,-136.55,Central,154.85,Minnesota,3.95,55124
Apple Valley,54,Mark Cousins,Corporate,0.1,4/16/2014,45248,Medium,32,0.6,Technology,T28 WORLD,Telephones and Communication,704.889,Central,4941.7725,Minnesota,195.99,55124
Apple Valley,56,Mark Cousins,Corporate,0,7/10/2014,49126,Low,33,0.62,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,1055.47,Central,5661.08,Minnesota,160.98,55124
Shoreview,42,Dana Kaydos,Corporate,0.09,9/6/2012,48167,Critical,27,,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,-2946.051,Central,8817.71,Minnesota,349.45,55126
Shoreview,42,Dana Kaydos,Corporate,0.06,9/6/2012,48167,Critical,45,0.37,Office Supplies,Xerox 224,Paper,-237.47,Central,282.98,Minnesota,6.48,55126
Shoreview,42,Dana Kaydos,Corporate,0.06,9/6/2012,48167,Critical,43,0.74,Furniture,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,-2136.66,Central,5041.46,Minnesota,122.99,55126
Shoreview,48,Dana Kaydos,Corporate,0.08,6/28/2013,20455,Critical,7,0.58,Technology,V 3600 Series,Telephones and Communication,-233.563,Central,381.1995,Minnesota,65.99,55126
Shoreview,64,Dana Kaydos,Corporate,0.01,4/12/2015,52225,Critical,10,0.55,Furniture,Aluminum Document Frame,Office Furnishings,10.94,Central,131.09,Minnesota,12.22,55126
Shoreview,64,Dana Kaydos,Corporate,0.06,4/12/2015,52225,Critical,33,0.36,Office Supplies,Xerox 1940,Paper,700.31,Central,1817.9,Minnesota,54.96,55126
Shoreview,68,Dana Kaydos,Corporate,0.08,9/13/2015,36901,Critical,30,0.37,Office Supplies,Xerox 1923,Paper,-56.22,Central,201.09,Minnesota,6.68,55126
Burnsville,67,Michael Granlund,Corporate,0.06,8/22/2015,3361,Not Specified,49,0.4,Office Supplies,Xerox 1927,Paper,-208.02,Central,213.71,Minnesota,4.28,55337
Burnsville,67,Michael Granlund,Corporate,0.07,8/22/2015,3361,Not Specified,23,0.56,Office Supplies,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,-5.6,Central,133.66,Minnesota,5.85,55337
Minnetonka Mills,45,Sean Wendt,Corporate,0.1,1/2/2013,48480,Critical,32,0.65,Office Supplies,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Storage & Organization,-522.59,Central,11103.75,Minnesota,370.98,55343
Eden Prairie,47,Mike Kennedy,Corporate,0.1,5/20/2013,46948,Low,10,0.36,Office Supplies,Wilson Jones® Four-Pocket Poly Binders,Binders and Binder Accessories,-28.9685,Central,64.13,Minnesota,6.54,55343
Eden Prairie,55,Mike Kennedy,Corporate,0.05,6/7/2014,46885,Low,32,0.46,Furniture,Howard Miller 16 Diameter Gallery Wall Clock,Office Furnishings,720.45,Central,1997.13,Minnesota,63.94,55343
Minnetonka,46,Sean Wendt,Corporate,0.05,2/28/2013,34787,Low,14,0.58,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Pens & Art Supplies,14.61,Central,453.99,Minnesota,30.98,55345
Minnetonka,49,Sean Wendt,Corporate,0.1,8/21/2013,22053,Critical,32,0.37,Office Supplies,Poly Designer Cover & Back,Binders and Binder Accessories,112.965,Central,563.08,Minnesota,18.99,55345
Minnetonka,50,Sean Wendt,Corporate,0.03,10/9/2013,44450,Critical,24,0.6,Technology,StarTAC Analog,Telephones and Communication,58.167,Central,1326.51,Minnesota,65.99,55345
Minnetonka,50,Sean Wendt,Corporate,0.07,10/9/2013,44450,Critical,14,0.45,Technology,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,35.33,Central,243.23,Minnesota,17.48,55345
Minnetonka,51,Sean Wendt,Corporate,0.07,12/8/2013,27396,Critical,14,0.48,Furniture,DAX Solid Wood Frames,Office Furnishings,-31.16,Central,138.31,Minnesota,9.77,55345
Minnetonka,66,Sean Wendt,Corporate,0.1,7/17/2015,24039,Not Specified,5,0.44,Technology,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,-64.87,Central,199.16,Minnesota,40.98,55345
Prior Lake,47,Joel Jenkins,Corporate,0.05,5/20/2013,58725,Not Specified,39,0.38,Office Supplies,#10- 4 1/8 x 9 1/2 Recycled Envelopes,Envelopes,-134.97,Central,335.35,Minnesota,8.74,55372
Savage,41,Charles Sheldon,Corporate,0,6/17/2012,48931,Low,33,0.6,Technology,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,120.05,Central,750.66,Minnesota,20.95,55378
Savage,45,Chad Sievert,Corporate,0.05,1/18/2013,50048,High,1,0.58,Office Supplies,"Acme Design Line 8 Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8 Cut","Scissors, Rulers and Trimmers",-11.02,Central,15,Minnesota,6.84,55378
Savage,45,Chad Sievert,Corporate,0.09,1/18/2013,50048,High,14,0.59,Office Supplies,DIXON Oriole® Pencils,Pens & Art Supplies,-9.19,Central,35.48,Minnesota,2.58,55378
Savage,51,Chad Sievert,Corporate,0.02,11/17/2013,38625,Not Specified,12,0.36,Office Supplies,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,5.03,Central,72.82,Minnesota,5.98,55378
Savage,51,Chad Sievert,Corporate,0.06,11/17/2013,38625,Not Specified,28,0.52,Technology,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,336.47,Central,2752,Minnesota,99.99,55378
Savage,52,Charles Sheldon,Corporate,0.05,1/14/2014,21379,High,35,0.77,Furniture,"Global Leather & Oak Executive Chair, Burgundy",Chairs & Chairmats,-1046.78,Central,5428.49,Minnesota,150.89,55378
Shakopee,41,Charles Sheldon,Corporate,0.01,6/17/2012,48931,Low,8,0.79,Technology,Logitech Internet Navigator Keyboard,Computer Peripherals,-117.39,Central,254.32,Minnesota,30.98,55379
Shakopee,41,Charles Sheldon,Corporate,0.03,6/17/2012,48931,Low,42,0.55,Furniture,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,Office Furnishings,217.87,Central,2149.37,Minnesota,51.75,55379
Shakopee,46,Charles Sheldon,Corporate,0.06,3/8/2013,14406,Medium,20,0.78,Office Supplies,"Tennsco Lockers, Gray",Storage & Organization,-932.55,Central,455.34,Minnesota,20.98,55379
Shakopee,46,Charles Sheldon,Corporate,0.1,3/8/2013,14406,Medium,35,0.85,Technology,Accessory4,Telephones and Communication,-310.244,Central,2329.646,Minnesota,85.99,55379
Shakopee,46,Charles Sheldon,Corporate,0.07,3/8/2013,14406,Medium,37,0.38,Technology,Canon MP41DH Printing Calculator,Office Machines,2366.51,Central,5610.84,Minnesota,150.98,55379
Minneapolis,49,Sean Wendt,Corporate,0,8/13/2013,5061,Critical,4,0.56,Office Supplies,Newell 346,Pens & Art Supplies,-2.21,Central,12.8,Minnesota,2.88,55407
Richfield,44,Art Ferguson,Corporate,0.02,11/28/2012,5511,Critical,46,0.59,Office Supplies,DIXON Oriole® Pencils,Pens & Art Supplies,-5.54,Central,129.44,Minnesota,2.58,55423
Richfield,44,Art Ferguson,Corporate,0.02,11/28/2012,5511,Critical,32,0.55,Technology,StarTAC Series,Telephones and Communication,482.445,Central,1829.387,Minnesota,65.99,55423
Richfield,51,Theone Pippenger,Corporate,0.1,11/13/2013,56135,Medium,48,0.49,Office Supplies,Colored Push Pins,Rubber Bands,-41.32,Central,79.75,Minnesota,1.81,55423
Richfield,51,Theone Pippenger,Corporate,0.04,11/13/2013,56135,Medium,8,0.77,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,-320.3,Central,1118.82,Minnesota,140.98,55423
Richfield,52,Art Ferguson,Corporate,0.05,12/29/2013,1699,Critical,40,0.36,Office Supplies,#10 Self-Seal White Envelopes,Envelopes,39,Central,430.88,Minnesota,11.09,55423
Richfield,53,Art Ferguson,Corporate,0.04,3/12/2014,18432,High,42,0.57,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Office Furnishings,1.16,Central,451.32,Minnesota,10.64,55423
Coon Rapids,42,Michael Granlund,Corporate,0.08,8/4/2012,12389,Medium,16,0.57,Office Supplies,"SimpliFile™ Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Storage & Organization,-74.77,Central,189.04,Minnesota,11.35,55433
Coon Rapids,42,Michael Granlund,Corporate,0.07,8/4/2012,12389,Medium,34,0.48,Technology,Logitech Cordless Navigator Duo,Computer Peripherals,670.96,Central,2560.59,Minnesota,80.98,55433
Plymouth,67,Theone Pippenger,Corporate,0.1,8/7/2015,51365,High,35,0.63,Furniture,Bevis 36 x 72 Conference Tables,Tables,-684.072,Central,4051.8,Minnesota,124.49,55441
Plymouth,67,Theone Pippenger,Corporate,0.08,8/7/2015,51365,High,35,0.41,Furniture,Eldon Wave Desk Accessories,Office Furnishings,-72.46,Central,195.23,Minnesota,5.89,55441
Plymouth,70,Theone Pippenger,Corporate,0.07,10/4/2015,51333,Not Specified,25,0.4,Office Supplies,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,-117.86,Central,237.36,Minnesota,9.06,55441
Plymouth,70,Theone Pippenger,Corporate,0.1,10/4/2015,51333,Not Specified,30,0.37,Technology,Lexmark Z25 Color Inkjet Printer,Office Machines,-9.4482,Central,2219.79,Minnesota,80.97,55441
Duluth,46,Mike Kennedy,Corporate,0.09,2/27/2013,20386,Critical,35,0.81,Office Supplies,Bagged Rubber Bands,Rubber Bands,-21.51,Central,41.23,Minnesota,1.26,55803
Duluth,67,Mike Kennedy,Corporate,0.08,8/18/2015,31297,Low,39,0.57,Office Supplies,Model L Table or Wall-Mount Pencil Sharpener,Pens & Art Supplies,-93.3,Central,679.95,Minnesota,17.99,55803
Rochester,53,Art Ferguson,Corporate,0.1,3/12/2014,18432,High,15,0.52,Office Supplies,Holmes Odor Grabber,Appliances,-24.91,Central,217.66,Minnesota,14.42,55901
Rochester,53,Art Ferguson,Corporate,0.08,3/12/2014,18432,High,5,0.59,Office Supplies,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,-126.34,Central,1374.67,Minnesota,279.81,55901
Rochester,53,Art Ferguson,Corporate,0.02,3/12/2014,18432,High,12,0.49,Office Supplies,Avery Hi-Liter® Smear-Safe Highlighters,Pens & Art Supplies,20.44,Central,76.42,Minnesota,5.84,55901
Rochester,54,Art Ferguson,Corporate,0.02,3/19/2014,26304,Medium,43,0.59,Technology,3285,Telephones and Communication,2028.357,Central,7452.137,Minnesota,205.99,55901
Rochester,57,Art Ferguson,Corporate,0.03,9/8/2014,27266,Critical,9,0.49,Technology,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Computer Peripherals,39.36,Central,1031.06,Minnesota,115.79,55901
Rochester,62,Art Ferguson,Corporate,0.1,2/26/2015,53221,Not Specified,29,0.46,Furniture,Artistic Insta-Plaque,Office Furnishings,147.46,Central,433.44,Minnesota,15.68,55901
Rochester,76,Art Ferguson,Corporate,0.1,12/2/2015,56708,Not Specified,36,0.78,Furniture,Riverside Furniture Stanwyck Manor Table Series,Tables,-760.977,Central,10006.28,Minnesota,286.85,55901
Mankato,65,Sally Matthias,Corporate,0,5/31/2015,1285,Critical,27,0.69,Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,-305.98,Central,3874.12,Minnesota,130.98,56001
Mankato,65,Sally Matthias,Corporate,0.05,5/31/2015,1285,Critical,8,0.77,Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,-277.29,Central,1452.216,Minnesota,218.75,56001
Saint Cloud,53,Brad Norvell,Corporate,0,2/13/2014,49763,Critical,6,0.66,Furniture,Bretford CR4500 Series Slim Rectangular Table,Tables,-237.618,Central,2320.35,Minnesota,348.21,56301
Saint Cloud,53,Brad Norvell,Corporate,0.02,2/13/2014,49763,Critical,8,0.38,Office Supplies,Staples Standard Envelopes,Envelopes,9.29,Central,49.04,Minnesota,5.68,56301
Saint Cloud,57,Brad Norvell,Corporate,0.06,8/19/2014,16967,Low,34,0.38,Office Supplies,Xerox Blank Computer Paper,Paper,181.98,Central,676.26,Minnesota,19.98,56301
Saint Cloud,57,Brad Norvell,Corporate,0.08,8/19/2014,16967,Low,5,0.45,Technology,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Computer Peripherals,-152.47,Central,397.55,Minnesota,83.1,56301
Saint Cloud,65,Brad Norvell,Corporate,0.01,5/3/2015,55749,Critical,42,0.38,Office Supplies,#10- 4 1/8 x 9 1/2 Recycled Envelopes,Envelopes,149.45,Central,364.8,Minnesota,8.74,56301
Brookings,54,Lisa DeCherney,Corporate,0.02,4/2/2014,12323,Not Specified,32,0.38,Office Supplies,Plastic Binding Combs,Binders and Binder Accessories,-28.681,Central,513.74,South Dakota,15.15,57006
Brookings,54,Lisa DeCherney,Corporate,0,4/2/2014,12323,Not Specified,4,0.56,Furniture,"Eldon® Expressions™ Wood Desk Accessories, Oak",Office Furnishings,14.19,Central,36.8,South Dakota,7.38,57006
Brookings,57,Lisa DeCherney,Corporate,0.09,9/25/2014,18085,High,33,0.57,Technology,KH 688,Telephones and Communication,1343.205,Central,5352.9345,South Dakota,195.99,57006
Brookings,57,Lisa DeCherney,Corporate,0.01,9/25/2014,18085,High,23,0.62,Furniture,Bretford CR4500 Series Slim Rectangular Table,Tables,1541.25,Central,8127.51,South Dakota,348.21,57006
Sioux Falls,42,Paul Prost,Corporate,0.1,8/9/2012,3136,Not Specified,8,0.58,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Pens & Art Supplies,-38.89,Central,238.74,South Dakota,30.98,57103
Sioux Falls,46,Paul Prost,Corporate,0.04,3/25/2013,42597,Medium,5,0.64,Technology,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Computer Peripherals,-32.78,Central,29.66,South Dakota,4.98,57103
Sioux Falls,50,Paul Prost,Corporate,0.05,10/19/2013,24903,Low,33,0.38,Office Supplies,Xerox 1891,Paper,743.59,Central,1646.47,South Dakota,48.91,57103
Aberdeen,45,Paul MacIntyre,Corporate,0,12/27/2012,53382,Not Specified,15,0.56,Furniture,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,658.88,Central,4760.02,South Dakota,300.98,57401
Aberdeen,45,Paul MacIntyre,Corporate,0.1,12/27/2012,53382,Not Specified,13,0.56,Office Supplies,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Appliances,-572.49,Central,88.17,South Dakota,3.25,57401
Aberdeen,57,Paul MacIntyre,Corporate,0.03,9/15/2014,32580,High,23,0.4,Office Supplies,"It's Hot Message Books with Stickers, 2 3/4 x 5",Paper,44.59,Central,166.8,South Dakota,7.4,57401
Aberdeen,57,Paul MacIntyre,Corporate,0.05,9/15/2014,32580,High,38,0.36,Office Supplies,Xerox 1984,Paper,-172.35,Central,261.38,South Dakota,6.48,57401
Aberdeen,58,Paul MacIntyre,Corporate,0.07,10/22/2014,53728,High,27,0.38,Office Supplies,Avery Arch Ring Binders,Binders and Binder Accessories,637.602,Central,1502.66,South Dakota,58.1,57401
Aberdeen,66,Paul MacIntyre,Corporate,0.07,7/14/2015,52325,Not Specified,23,0.38,Office Supplies,GBC DocuBind TL200 Manual Binding Machine,Binders and Binder Accessories,2019.192,Central,5126.3,South Dakota,223.98,57401
Rapid City,51,Philip Brown,Corporate,0,12/8/2013,20674,High,37,0.37,Technology,Epson Stylus 1520 Color Inkjet Printer,Office Machines,8291.08,Central,17717.34,South Dakota,500.97,57701
Bismarck,48,Rick Wilson,Corporate,0.03,6/23/2013,37440,Not Specified,31,0.57,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Office Furnishings,-4.36,Central,295.45,North Dakota,9.38,58501
Bismarck,77,Rick Wilson,Corporate,0,12/10/2015,53984,Medium,23,0.39,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Paper,51.43,Central,172.9,North Dakota,6.88,58501
Mandan,64,Susan Vittorini,Corporate,0.09,4/15/2015,1826,Not Specified,5,0.36,Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,-14.35,Central,28.32,North Dakota,4.98,58554
